Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Description,Environment,Watchers,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Custom field ((backup) Browser/s),Custom field ((backup) Exists in the current implementation?),Custom field ((backup) External issue ID - old),Custom field ((backup) Integrator),Custom field ((backup) Issue Occurred On),Custom field ((backup) Issue Status Comment),Custom field ((backup) Platform),Custom field ((backup) Root of the problem),Custom field ((backup) Test Type),Custom field ((backup) Test case priority),Custom field ((backup) Type of Issue),Custom field ((backup) Work Type),"Custom field ((backup, del) Test tasks)","Custom field ((tmp, del) Build/s)","Custom field ((tmp, del?) TestCase Link)",Custom field (Account),Custom field (Actual Result),Custom field (Affected Test Cases),Custom field (Affects Build/s),Custom field (Asana link),Custom field (BT Jira ID),Custom field (BT Project),Custom field (Basecamp Link),Custom field (Billable Category),Custom field (Browser),Custom field (Browser / Environment),Custom field (Browser Version),Custom field (Build/s),Custom field (Business Unit),Custom field (CQ ID),Custom field (CS Project Coordinator),Custom field (Case Study necessity postpone date),Custom field (Client Device),Custom field (Client Device Version),Custom field (Cloud Version),Custom field (Core issue),Custom field (Created By),Custom field (Development),Custom field (End Date),Custom field (Epic Link),Custom field (Epic/Theme),Custom field (Error Type),Custom field (Expected Result),Custom field (Flagged),Custom field (Found by),Custom field (Functionality Changes?),Custom field (Handled By (SGW Tester)),Custom field (Hardware Version),Custom field (Impact),Custom field (Impacted Areas),Custom field (Importance),Custom field (Iteration),Custom field (Level),Custom field (New Original Estimate),Custom field (Next Step),Custom field (Number of candidates),Custom field (Occurrence),Custom field (Original story points),Custom field (Parent Link),Custom field (Partner Contact),Custom field (Payment Status),Custom field (Planned Efforts (FTE)),Custom field (Priority Level),Custom field (Proxy Required),Custom field (RFX Coordinator),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Regional Coordinator),Custom field (Related Cases),Custom field (Reported Version),Custom field (Request Info From),Custom field (Revised),Custom field (Router),Custom field (SF Case No),Custom field (SGW Jira ID),Custom field (Severity/Importance),Custom field (Share with),Custom field (Solution),Sprint,Custom field (Start Date),Custom field (Supervisor),Custom field (TVS ID),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Team Role),Custom field (Test Type),Custom field (TestLink case),Custom field (Time Category),Custom field (To Attention Of),Custom field (Type of engagement),Custom field (URL),Custom field (Users),Custom field (Version To Fix),Custom field (WSJF),Custom field (Wiki Link),Custom field (Wires Link),Custom field (ZendeskID),Custom field (Обеспечение оборудованием),Comment
Tuesday: 283 rub is shown in order history instead of 282.54 rub,QATC-987285,3984916,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,18/Apr/26 7:58 PM,18/Apr/26 7:58 PM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Tuesday
 # Select ""Caesar Salad 82.54 rub"".
 # Select ""Pokr Stew 250 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result: 283 rub is shown in order history instead of 282.54 rub. Please see (bug5.png)
Expected Result: After compensating 50 rub from the company (332.54-50), 282.54 rub should be shown in the order history.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"18/Apr/26 7:54 PM;s.rashid;bug5.png;https://jira.a1qa.com/secure/attachment/2775483/bug5.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|iftbjs:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Tuesday: 163 rub is shown in the order history instead of 162.54 rub,QATC-987284,3984915,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,18/Apr/26 7:49 PM,18/Apr/26 7:49 PM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Tuesday
 # Select ""Caesar Salad 82.54 rub"".
 # Select ""Broccoli Cream Soup 130 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result: 163 rub is shown in the order history instead of 162.54 rub. Please see (bug33.png)
Expected Result: After compensating 50 rub from the company (212.54-50), 162.54 rub should be shown in the order history.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"18/Apr/26 7:48 PM;s.rashid;bug4.png;https://jira.a1qa.com/secure/attachment/2775482/bug4.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|iftbjk:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Tuesday: 34 rub is showed in order history instead of 33.54 rub,QATC-987245,3984864,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,18/Apr/26 9:39 AM,18/Apr/26 9:39 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Wednesday
 # Select ""Caesar Salad 82.54 rub"".
 # Select ""Bread 1 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result:  34 rub is showed in order history instead of 33.54 rub. Please see (bug3.png)
Expected Result: Transaction history should display the same amount 33.54, that was debited from the account.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"18/Apr/26 9:38 AM;s.rashid;bug3.png;https://jira.a1qa.com/secure/attachment/2775437/bug3.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|iftb88:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Tuesday: 33 rub is debited instead of 32.54 after making the order,QATC-987233,3984809,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,18/Apr/26 8:02 AM,18/Apr/26 8:02 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Tuesday
 # Select ""Caesar Salad 82.54 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result: 33 rub is debited instead of 32.54 after making the order. Please see (bug2.png)
Expected Result: 32.54 should be debited from the account without unintended rounding.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"18/Apr/26 8:01 AM;s.rashid;bug2.png;https://jira.a1qa.com/secure/attachment/2775423/bug2.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|iftaw0:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Monday: The system turns 2 instead of the expected value 2.1 after making the order,QATC-987230,3984806,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,18/Apr/26 7:50 AM,18/Apr/26 7:50 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Monday
 # Select ""Semolina Porridge 52.1 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result: The system turns 2 instead of the expected value 2.1 after making the order. Please see (bug1.png)
Expected Result: The system should display the correct value 2.1 without losing the decimal precision.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"18/Apr/26 7:50 AM;s.rashid;bug1.png;https://jira.a1qa.com/secure/attachment/2775419/bug1.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|iftavc:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Wednesday: 201 rub is debited from the account instead of 251 rub after making the order,QATC-987071,3984204,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,17/Apr/26 7:32 AM,17/Apr/26 7:32 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Wednesday
 # Select ""Chicken Chop 250 rub"".
 # Select ""Bread 1 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result:  201 rub is debited from the account instead of 251 rub after making the order. Please see (bug33.png)
Expected Result: 251 rub should be debited from the account after making the order.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"17/Apr/26 7:31 AM;s.rashid;bug34.png;https://jira.a1qa.com/secure/attachment/2775097/bug34.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift76g:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Wednesday: 81 rub is debited from the account instead of 131 rub after making the order,QATC-987067,3984199,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,17/Apr/26 7:07 AM,17/Apr/26 7:07 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Wednesday
 # Select ""Borscht 130 rub"".
 # Select ""Bread 1 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result:  81 rub is debited from the account instead of 131 rub after making the order. Please see (bug33.png)
Expected Result: 131 rub should be debited from the account after making the order.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"17/Apr/26 7:07 AM;s.rashid;bug33.png;https://jira.a1qa.com/secure/attachment/2775092/bug33.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift75c:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Wednesday: 150 rub is debited from the account instead of 200 rub after making the order,QATC-987065,3984196,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,17/Apr/26 6:59 AM,17/Apr/26 6:59 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Wednesday
 # Select ""Borscht 130 rub"".
 # Select ""Mashed Potato 70 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result: 150 rub is debited from the account instead of 200 rub after making the order. Please see (bug32.png)
Expected Result: 200 rub should be debited after making the order.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )

 ",,,,,,,,,,Leads and Reporter only,"17/Apr/26 6:59 AM;s.rashid;bug32.png;https://jira.a1qa.com/secure/attachment/2775090/bug32.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift74o:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Wednesday: 330 rub is debited from the account instead if 380 rub after making the order,QATC-987063,3984194,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,17/Apr/26 6:54 AM,17/Apr/26 6:54 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Wednesday
 # Select ""Borscht 130 rub"".
 # Select ""Chicken Chop 250 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result: 330 rub is debited from the account instead if 380 rub after making the order. Please see (bug31.png)
Expected Result: 380 rub should be debited from the account after making the order.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"17/Apr/26 6:54 AM;s.rashid;bug31.png;https://jira.a1qa.com/secure/attachment/2775088/bug31.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift748:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Wednesday: 3 rub is debited from the account instead of 53 rub after making the order,QATC-987059,3984190,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,17/Apr/26 5:04 AM,17/Apr/26 5:04 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Wednesday
 # Select ""Millet porridge 52 rub""
 # .Select ""Bread 1 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result: 3 rub is debited from the account instead of 53 rub after making the order. Please see (bug30.png)
Expected Result: 53 rub should be debited from the account after making the order.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"17/Apr/26 5:01 AM;s.rashid;bug30.png;https://jira.a1qa.com/secure/attachment/2775084/bug30.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift73c:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Wednesday: 72 rub is debited from the account instead of 122 rub after making the order,QATC-987058,3984189,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,17/Apr/26 4:59 AM,17/Apr/26 4:59 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Wednesday
 # Select ""Millet porridge 52 rub"".
 # Select ""Mashed Potato 70 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result: 72 rub is debited from the account instead of 122 rub after making the order. Please see (bug29.png)
Expected Result: 122 rub should be debited from the account after making the order.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )

 ",,,,,,,,,,Leads and Reporter only,"17/Apr/26 4:59 AM;s.rashid;bug29.png;https://jira.a1qa.com/secure/attachment/2775083/bug29.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift734:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Wednesday: 252 rub is debited from the account instead of 302 rub after making the order,QATC-987057,3984188,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,17/Apr/26 4:53 AM,17/Apr/26 4:53 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Wednesday
 # Select ""Millet porridge 52 rub"".
 # Select ""Chicken Chop 250 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result: 252 rub is debited from the account instead of 302 rub after making the order. Please see (bug28.png)
Expected Result: 302 rub should be debited from the account after making the order","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"17/Apr/26 4:52 AM;s.rashid;bug28.png;https://jira.a1qa.com/secure/attachment/2775082/bug28.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift72w:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Wednesday: 132 rub is debited from the account instead of 182 rub after making the order,QATC-987056,3984187,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,17/Apr/26 4:47 AM,17/Apr/26 4:47 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Wednesday
 # Select ""Millet porridge 52 rub"".
 # Select ""Borscht 130 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result: 132 rub is debited from the account instead of 182 rub after making the order. Please see (bug27.png)
Expected Result: 182 rub should be debited from the account after making the order.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"17/Apr/26 4:46 AM;s.rashid;bug27.png;https://jira.a1qa.com/secure/attachment/2775081/bug27.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift72o:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Wednesday: 0 rub is debited from account instead of 1 rub after making the order,QATC-987055,3984186,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,17/Apr/26 4:33 AM,17/Apr/26 4:33 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Wednesday
 # Select ""Bread 1 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result: 0 rub is debited from account instead of 1 rub after making the order. Please see (bug26.png)
Expected Result: 1 rub should be debited from account after making the order of Bread.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )

 ",,,,,,,,,,Leads and Reporter only,"17/Apr/26 4:32 AM;s.rashid;bug26.png;https://jira.a1qa.com/secure/attachment/2775080/bug26.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift72g:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Wednesday: 20 rub is deducted from the account instead of 70 rub ,QATC-987054,3984185,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,17/Apr/26 4:27 AM,17/Apr/26 4:27 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Wednesday
 # Select ""Mashed Potato 70 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result: 20 rub is deducted from the account instead of 70 rub. Please see (bug25.png)
Expected Result: 70 rub should be debited from the account after making the order.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"17/Apr/26 4:26 AM;s.rashid;bug25.png;https://jira.a1qa.com/secure/attachment/2775079/bug25.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift728:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Wednesday: 200 rub is debited from the account instead of 250 rub after making the order,QATC-987053,3984184,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,17/Apr/26 4:19 AM,17/Apr/26 4:19 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Wednesday
 # Select ""Chicken Chop 250 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result:  200 rub is debited from the account instead of 250 rub after making the order. Please see (bug24.png)
Expected Result: 250 rub should be debited from the account after making the order.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"17/Apr/26 4:18 AM;s.rashid;bug24.png;https://jira.a1qa.com/secure/attachment/2775077/bug24.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift720:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Wednesday: 80 rub is debited from the account instead of 130 rub after making the order,QATC-987052,3984183,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,17/Apr/26 4:12 AM,17/Apr/26 4:12 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Wednesday
 # Select ""Borscht 130 rub"".
 # .Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result: 80 rub is debited from the account instead of 130 rub after making the order. Please see (bug23.png)
Expected Result: 130 rub should be debited from the account after making the order.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"17/Apr/26 4:12 AM;s.rashid;bug23.png;https://jira.a1qa.com/secure/attachment/2775076/bug23.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift71s:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Wednesday: 2 rub is debited from account instead of 52 rub after making the order,QATC-987051,3984182,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,17/Apr/26 4:06 AM,17/Apr/26 4:06 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Wednesday
 # Select ""Millet porridge 52 rub"" .
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result: 2 rub is debited from account instead of 52 rub after making the order. Please see (bug22.png)
Expected Result: 52 rub should be debited from the account after making the order","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"17/Apr/26 4:06 AM;s.rashid;bug22.png;https://jira.a1qa.com/secure/attachment/2775075/bug22.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift71k:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Tuesday: 414 rub is debited from the account instead of 463.54 after making the order,QATC-987000,3984106,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 8:37 PM,16/Apr/26 8:37 PM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Tuesday.
 # Select ""Caesar Salad 82.54 rub"".
 # Select ""Broccoli Cream Soup 130 rub"".
 # Select ""Pork Stew 250 rub"".
 # Select ""Bread 1 rub."".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result: 414 rub is debited from the account instead of 463.54 after making the order. Please see (bug21.png)
Expected Result: 463.54 rub should be debited from the account after making the order.","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 8:37 PM;s.rashid;bug21.png;https://jira.a1qa.com/secure/attachment/2774972/bug21.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift6ko:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Tuesday: 81 rub is debited from account instead of 131 rub after making the order,QATC-986992,3984059,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 6:16 PM,16/Apr/26 6:16 PM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Tuesday
 # Select ""Broccoli Cream Soup 130 rub"".
 # Select ""Bread 1 rub"".
 # Click ""Make the order"" button.
 # Observe the amount debited in Order History
 
Actual Result: 81 rub is debited from account instead of 131 rub after making the order. Please see (bug20.png)
Expected Result: 131 rub should be debited from the account after making the order.","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 6:11 PM;s.rashid;bug20.png;https://jira.a1qa.com/secure/attachment/2774947/bug20.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift6ao:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Tuesday: 330 rub is debited from account instead of 380 rub after making the order,QATC-986989,3984055,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 6:11 PM,16/Apr/26 6:11 PM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Tuesday
 # Select ""Broccoli Cream Soup 130 rub"".
 # Select ""Pork Stew 250 rub"".
 # Click the ""Make the order"" button.
 # Observe the amount debited in Order History
 
Actual Result: 330 rub is debited from the account instead of 380 rub after making the order. Please see (bug19.png)
Expected Result: 380 rub should be debited from the account after making the order","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 6:10 PM;s.rashid;bug19.png;https://jira.a1qa.com/secure/attachment/2774945/bug19.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift69s:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
