Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Description,Environment,Watchers,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Attachment,Attachment,Attachment,Custom field ((backup) Browser/s),Custom field ((backup) Exists in the current implementation?),Custom field ((backup) External issue ID - old),Custom field ((backup) Integrator),Custom field ((backup) Issue Occurred On),Custom field ((backup) Issue Status Comment),Custom field ((backup) Platform),Custom field ((backup) Root of the problem),Custom field ((backup) Test Type),Custom field ((backup) Test case priority),Custom field ((backup) Type of Issue),Custom field ((backup) Work Type),"Custom field ((backup, del) Test tasks)","Custom field ((tmp, del) Build/s)","Custom field ((tmp, del?) TestCase Link)",Custom field (Account),Custom field (Actual Result),Custom field (Affected Test Cases),Custom field (Affects Build/s),Custom field (Asana link),Custom field (BT Jira ID),Custom field (BT Project),Custom field (Basecamp Link),Custom field (Billable Category),Custom field (Browser),Custom field (Browser / Environment),Custom field (Browser Version),Custom field (Build/s),Custom field (Business Unit),Custom field (CQ ID),Custom field (CS Project Coordinator),Custom field (Case Study necessity postpone date),Custom field (Client Device),Custom field (Client Device Version),Custom field (Cloud Version),Custom field (Core issue),Custom field (Created By),Custom field (Development),Custom field (End Date),Custom field (Epic Link),Custom field (Epic/Theme),Custom field (Error Type),Custom field (Expected Result),Custom field (Flagged),Custom field (Found by),Custom field (Functionality Changes?),Custom field (Handled By (SGW Tester)),Custom field (Hardware Version),Custom field (Impact),Custom field (Impacted Areas),Custom field (Importance),Custom field (Iteration),Custom field (Level),Custom field (New Original Estimate),Custom field (Next Step),Custom field (Number of candidates),Custom field (Occurrence),Custom field (Original story points),Custom field (Parent Link),Custom field (Partner Contact),Custom field (Payment Status),Custom field (Planned Efforts (FTE)),Custom field (Priority Level),Custom field (Proxy Required),Custom field (RFX Coordinator),Custom field (Rank),Custom field (Rank (Obsolete)),Custom field (Regional Coordinator),Custom field (Related Cases),Custom field (Reported Version),Custom field (Request Info From),Custom field (Revised),Custom field (Router),Custom field (SF Case No),Custom field (SGW Jira ID),Custom field (Severity/Importance),Custom field (Share with),Custom field (Solution),Sprint,Custom field (Start Date),Custom field (Supervisor),Custom field (TVS ID),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Team),Custom field (Team Role),Custom field (Test Type),Custom field (TestLink case),Custom field (Time Category),Custom field (To Attention Of),Custom field (Type of engagement),Custom field (URL),Custom field (Users),Custom field (Version To Fix),Custom field (WSJF),Custom field (Wiki Link),Custom field (Wires Link),Custom field (ZendeskID),Custom field (Обеспечение оборудованием),Comment
Tuesday: 413 rub is debited from account instead of 462.54 after amking the order,QATC-986988,3984054,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 6:02 PM,16/Apr/26 6:02 PM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Tuesday
 # Select ""Caesar Salad 82.54 rub"" .
 # Select ""Broccoli Cream Soup 130 rub"".
 # Select ""Pork Stew 250 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result: 413 rub is debited from account instead of 462.54 after amking the order. Please see (bug18.png)
Expected Result: 462.54 rub should be deducted from the account after making the order.","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 6:01 PM;s.rashid;bug18.png;https://jira.a1qa.com/secure/attachment/2774944/bug18.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift69k:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Tuesday: 34 rub is debited from account instead of 83.54 rub after making the order,QATC-986985,3984050,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 5:52 PM,16/Apr/26 5:52 PM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Tuesday
 # Select ""Caesar Salad 82.54 rub"".
 # Select ""Bread 1 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result: 34 rub is debited from account instead of 83.54 rub after making the order. Please see (bug17.png)
Expected Result: 83.54 rub should be debited from the account after making the order.","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 5:44 PM;s.rashid;bug17.png;https://jira.a1qa.com/secure/attachment/2774939/bug17.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift68o:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Tuesday: 283 rub is debited from account instead of 332.54 rub after making order,QATC-986983,3984045,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 5:44 PM,16/Apr/26 5:44 PM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Tuesday
 # Select ""Caesar Salad 82.54 rub"".
 # Select ""Pork Stew 250 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History
 
Actual Result:  283 rub is debited from the account instead of 332.54 rub after making the order. Please see (bug16.png)
Expected Result: 332.54 rub should be debited from the account after making the order.","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 5:37 PM;s.rashid;bug16.png;https://jira.a1qa.com/secure/attachment/2774931/bug16.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift67k:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Tuesday: 201 rub is debited instead of 251 rub after making order,QATC-986965,3983928,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 1:29 PM,16/Apr/26 1:29 PM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Tuesday
 # Select ""Pork Stew 250 rub."".
 # Select ""Bread 1 rub."".
 # Click the ""Make the order"" button.
 # Observe the amount debited in Order History

Actual Result: 201 rub is debited instead of 251 rub after making order. Please see (bug15.png & bug15.2.png

Expected Result: 251 rub should be deducted from the account after making order.","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 1:21 PM;s.rashid;bug15.2.png;https://jira.a1qa.com/secure/attachment/2774828/bug15.2.png","16/Apr/26 1:21 PM;s.rashid;bug15.png;https://jira.a1qa.com/secure/attachment/2774829/bug15.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift5io:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Tuesday: 163 rub is debited from account instead of 212.54 rub after making order,QATC-986964,3983926,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 1:19 PM,16/Apr/26 1:19 PM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Tuesday
 # Select ""Caesar Salad 82.54 rub"".
 # Select ""Broccoli Cream Soup 130 rub"".
 # Click ""Make the order"" button.
 # Observe the amount debited in Order History

Actual Result: 163 rub is debited from account instead of 212.54 rub after making order

Expected Result: 212.54 rub should be debited after making order","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 1:11 PM;s.rashid;bug14.1.png;https://jira.a1qa.com/secure/attachment/2774826/bug14.1.png","16/Apr/26 1:12 PM;s.rashid;bug14.2.png;https://jira.a1qa.com/secure/attachment/2774825/bug14.2.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift5i8:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Tuesday: The amount of order is showing Floating point precision issue,QATC-986962,3983920,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 1:01 PM,16/Apr/26 1:01 PM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Tuesday
 # Select ""Caesar Salad 82.54 rub"" .
 # Select ""Broccoli Cream Soup 130 rub"".
 # Observe ""The amount of your order"" section

Actual Result: The amount of order is showing a floating-point precision issue. Please see (bug13.png)

Expected Result: The value should be rounded to two decimal places for proper display.","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 12:56 PM;s.rashid;bug13.png;https://jira.a1qa.com/secure/attachment/2774820/bug13.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ift5h4:",9223372036854775807,,,,,,,,,3-Average,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Tuesday: 0 rub is debited from account instead of 1 rub after making order,QATC-986961,3983905,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 12:38 PM,16/Apr/26 12:38 PM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Tuesday
 # Select ""Bread 1 rub"" .
 # Click ""Make the order"" button.
 # Observe the amount debited in Order History

Actual Result: 0 rub is debited from account instead of 1 rub after making order. Please see (bug12.1.png & bug12.2.png)

Expected Result: 1 rub should be debited from account after making order of bread.","OS: Windows 11 (64-bit)
Browser: Google Chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 12:33 PM;s.rashid;bug12.1.png;https://jira.a1qa.com/secure/attachment/2774818/bug12.1.png","16/Apr/26 12:33 PM;s.rashid;bug12.2.png;https://jira.a1qa.com/secure/attachment/2774817/bug12.2.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift5ds:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Tuesday: Spelling Mistake of Pork Strew,QATC-986959,3983898,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 12:12 PM,16/Apr/26 12:12 PM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Tuesday
 # Observe the spelling of pork in 3rd checkbox.

Actual Result:  Spelling Mistake of Pork. Please see (bug11.png)

Expected Result: The Spelling of pork should be Pork.","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 12:08 PM;s.rashid;bug11.png;https://jira.a1qa.com/secure/attachment/2774805/bug11.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,GUI,,,,,,,,,,,,,,,,,,,,,,,,"0|ift5c8:",9223372036854775807,,,,,,,,,4-Minor,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Tuesday: 200 rub is debited from account instead of 250 rub after making order,QATC-986957,3983895,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 12:05 PM,16/Apr/26 12:05 PM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Tuesday
 # Select ""Pork Stew 250 rub"".
 # Click ""Make the order"" button
 # Observe the amount debited in Order History

Actual Result: 200 rub is debited from account instead of 250 rub after making order. Please see (bug10.1.png & bug10.2.png)

Expected Result: 250 rub should be debited from account after making an order of Pork Stew.","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 11:58 AM;s.rashid;bug10.1.png;https://jira.a1qa.com/secure/attachment/2774802/bug10.1.png","16/Apr/26 11:58 AM;s.rashid;bug10.2.png;https://jira.a1qa.com/secure/attachment/2774801/bug10.2.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift5bk:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Tuesday: 80 rub is debited from account instead of 130 rub after making order,QATC-986954,3983890,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 11:54 AM,16/Apr/26 11:54 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Monday
 # Select ""Broccoli Cream Soup 130 rub"".
 # Click ""Make the order"" button
 # Observe the amount debited in Order History

Actual Result: 80 rub is debited from the account instead of 130 rub after making order. Please see (bug9.1.png & bug9.2.png)

Expected Result: 130 rub should be deducted from the account after making the order.","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 11:39 AM;s.rashid;bug9.1.png;https://jira.a1qa.com/secure/attachment/2774796/bug9.1.png","16/Apr/26 11:39 AM;s.rashid;bug9.2.png;https://jira.a1qa.com/secure/attachment/2774795/bug9.2.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift5ag:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Tuesday: 655 rub is debited from account instead of 82.54 rubles after making order,QATC-986951,3983881,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 11:27 AM,16/Apr/26 11:27 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Tuesday.
 # Select ""Caesar Salad 82.54 rub"".
 # Click ""Make the order"" button.
 # Obseve the amount debited in Order History

Actual Result: 655 rub is debited from account instead of 82.54 rubles after making order. Please see (bug8.1.png & bug8.2.png)

Expected Result: 82.54 rubles should be debited from account after making the order.","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 10:55 AM;s.rashid;bug8.1.png;https://jira.a1qa.com/secure/attachment/2774780/bug8.1.png","16/Apr/26 10:55 AM;s.rashid;bug8.2.png;https://jira.a1qa.com/secure/attachment/2774779/bug8.2.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift58g:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Monday: 572 rub is deducted instead of 622.1 rub after making order,QATC-986940,3983861,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 10:47 AM,16/Apr/26 10:47 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Monday.
 # Select ""Semolina Porridge 52.1 rub"".
 # Select ""Two scrambled eggs 70 rub"".
 # Select ""Open Buffet 350 rub"".
 # Select ""Pilaf 150 rub"".
 # Click ""Make the order"" button
 # Observe the amount debited in Order History

Actual Result: 572 rub is deducted instead of 622.1 rub after making order. Please see (bug7.1.png and bug7.2.png)

Expected Result: 622.1 rubles should be deducted after making order.","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 10:36 AM;s.rashid;bug7.1.png;https://jira.a1qa.com/secure/attachment/2774760/bug7.1.png","16/Apr/26 10:36 AM;s.rashid;bug7.2.png;https://jira.a1qa.com/secure/attachment/2774759/bug7.2.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift540:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Monday: 170 rub is debited instead of 220 rubles after making order,QATC-986936,3983854,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 10:32 AM,16/Apr/26 10:32 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Monday.
 # Select ""Two scrambled eggs 70 rub"".
 # Select ""Pilaf 150 rub"".
 # Click the ""Make the order"" button.
 # Observe the amount debited in Order History

Actual Result: 170 rub is debited instead of 220 rubles after making order. Please see (bug6.png)

Expected Result: 220 rub debited should be shown in order history.","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 10:26 AM;s.rashid;bug6.png;https://jira.a1qa.com/secure/attachment/2774754/bug6.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift52g:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Monday: 370 rub is debited shown in history instead of 420 rubles after making order,QATC-986935,3983852,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 10:17 AM,16/Apr/26 10:17 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Monday
 # Select ""Two scrambled eggs 70 rub"".
 # Select ""Open Buffet 350 rub"".
 # Click the ""Make the order"" button.
 # Observe the amount debited in Order History

Actual Result: 370 rub is debited shown in history instead of 420 rubles after making order. Please see  (bug5,png)

Expected Result: 420 rubles should be debited after making order.","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 10:09 AM;s.rashid;bug5.png;https://jira.a1qa.com/secure/attachment/2774746/bug5.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift520:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Monday: 152 rubles is debited shown in order history instead of 202.1 rubles after making order,QATC-986931,3983846,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 10:07 AM,16/Apr/26 10:07 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Monday.
 # Select ""Semolina Porridge 52.1 rub"" .
 # Select ""Pilaf 150 rub"".
 # Click ""Make the order"" button.
 # Observe the amount debited in Order History.

Actual Result: 152 rubles is debited shown in order history instead of 202.1 rubles after making order. Please see (bug4.png)

Expected Result: 202.1 rubles debited should be shown in order history.

 ","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 10:06 AM;s.rashid;bug4.png;https://jira.a1qa.com/secure/attachment/2774740/bug4.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift50o:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Monday: 352 rubles is debited instead of 402.1 rubles after making order,QATC-986929,3983843,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 9:55 AM,16/Apr/26 9:55 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Monday
 # Select ""Semolina Porridge 52.1 rub"".
 # Select ""Open Buffet 350 rub"".
 # Click the ""Make the order"" button
 # Observe the amount debited in Order History.

Actual Result: 352 rubles is debited instead of 402.1 rubles after making order. Please see (bug3.png)

Expected Result: 402.1 rubles should be debited from Account","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 9:46 AM;s.rashid;bug3.png;https://jira.a1qa.com/secure/attachment/2774736/bug3.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift500:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Monday: 450 rub debited showing in order history instead of 500 rubles,QATC-986925,3983838,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 9:39 AM,16/Apr/26 9:39 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Monday
 # 
Select ""Open Buffet 350 rub"" .
 # 
 
Select ""Pilaf 150 rub"".
 # Click ""Make the order"" button
 # Obseve the amount debited in Order History

Actual Result:450 rub debited showing in order history instead of 500 rubles. Please see Bug2.png

Expected Result:500 rubles should show in order history.","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 9:17 AM;s.rashid;Bug2.png;https://jira.a1qa.com/secure/attachment/2774730/Bug2.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift4yw:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Monday: 72 rub deducted is showing in order history instead of 122.1 rubles ,QATC-986921,3983831,Bug,Open,QATC,Training Center,software,a.golubovich,,,Major,,,s.rashid,s.rashid,16/Apr/26 9:10 AM,16/Apr/26 9:10 AM,06/May/26 7:49 PM,,1.0,,Calculator Menu,,0,,"Steps:
 # Go to [https://test-dinner-eng.demohoster.com/dinner.html]
 # Select Menu for Monday
 # 
Select Semolina Porridge 52.1 rub.
 # 
 
Select Two scrambled eggs 70 rub.
 # Click the ""Make the order"" button
 # Observe the amount in the order history

Actual Result:72 rub deducted is showing in the order history instead of 122.1 rubles. Please see (bug1.png)

Expected Result: The deducted amount should be 122.1 rubles in order history","OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )",,,,,,,,,,Leads and Reporter only,"16/Apr/26 9:09 AM;s.rashid;bug1.png;https://jira.a1qa.com/secure/attachment/2774722/bug1.png",,,,,,,,,,,,,,,,,,,,,,,,,,,,,All,,,,,,,,,,,,,,,Functional,,,,,,,,,,,,,,,,,,,,,,,,"0|ift4xc:",9223372036854775807,,,,,,,,,2-Major,,,,,,,,,,,,,,,,,,,,0.0,,,,,
Account Balance: wrong amount is deducted from account after placing order,QATC-986545,3983015,Bug,Open,QATC,Training Center,software,a.golubovich,,,Critical,,,s.rashid,s.rashid,14/Apr/26 8:07 PM,16/Apr/26 8:33 AM,27/Apr/26 2:38 PM,,,,Calculator Menu,,0,,"Steps:
 # Go to A1qa Calculator Menu
 # Select Menu for Saturday
 # Select Grits (50 rub) & Bread (1 rub)
 # Check the amount of the order is 51 rub
 # click ""Make the order""
 # Check the balance update and observe the deducted amount.

 

Actual Result: Wrong amount is deducted from account after placing order. The Balance amount is showing that 321 rub is deducted instead of deducting 51 rub.

Expected result: Only 51 rub should be deducted and the system should not deduct any extra amount from the personal balance.",Browser: Google chrome,,,,,,,,,,Leads and Reporter only,"14/Apr/26 8:05 PM;s.rashid;Screenshot (100).png;https://jira.a1qa.com/secure/attachment/2774049/Screenshot+%28100%29.png","14/Apr/26 8:05 PM;s.rashid;Screenshot (101).png;https://jira.a1qa.com/secure/attachment/2774048/Screenshot+%28101%29.png",,,,,,,,,,,,,,,,,,,,,,,,,Billable,,,All,,,,,,,,,,,,,,,Functional,Instead of deducting any extra amount only the correct amount should be deducted from the personal balance.,,,,,,,,,,,,,,,,,,,,,,,"0|ifszyo:",9223372036854775807,,,,,,,,,1-Critical,,,,,,,,,,,,,,,,,,,,0.0,,,,,"16/Apr/26 8:33 AM;s.rashid;Account Balance: Saturday: 321 rub is deducted from account instead of 51 rub after making order
Type: Bug
Priority: Critical
Fix Version/s:None
Affects Version/s:1.0
Component/s:Calculator Menu
Environment:
OS: Windows 11 (64 bit)
Browser: Google chrome (Version 147.0.7727.56 )

Severity/Importance:1-Critical
Error Type:Functional
Description
Steps:

1.Go to A1qa Calculator Menu 
2.Select Menu for Saturday
3.Select Grits (50 rub) 
4.Select Bread (1 rub)
5.Check the amount of the order is 51 rub
6.click ""Make the order""
7.Check the balance update 
8.Observe the deducted amount.
 

Actual Result: 321 rub is deducted from account instead of 51 rub after making order. 
Expected result: Only 51 rub should be deducted.;;;"
